# 가상 데이터 — BAF.60080 연기금 운용전략과 성과평가 강의용. 실제 기관·개인의 자료가 아니다.
# 생성 현금흐름. J-커브와 NAV 평활이 들어 있다. PME 분모는 반드시 실제 공모지수를 쓸 것
fund_id,vintage,전략,분기,납입액_억원,분배액_억원,NAV_억원
PE_2012_3,2012,Secondary,2019-Q2,0.0,76.74,1460.55
PE_2012_3,2012,Secondary,2019-Q3,0.0,76.74,1571.91
PE_2012_3,2012,Secondary,2019-Q4,0.0,76.74,1511.98
PE_2012_3,2012,Secondary,2020-Q1,0.0,76.74,1384.29
PE_2012_3,2012,Secondary,2020-Q2,0.0,76.74,1281.19
PE_2012_3,2012,Secondary,2020-Q3,0.0,76.74,1226.76
PE_2012_3,2012,Secondary,2020-Q4,0.0,76.74,1147.44
PE_2012_3,2012,Secondary,2021-Q1,0.0,54.98,1102.07
PE_2012_3,2012,Secondary,2021-Q2,0.0,54.98,1059.43
PE_2012_3,2012,Secondary,2021-Q3,0.0,54.98,1068.21
PE_2012_3,2012,Secondary,2021-Q4,0.0,54.98,1065.47
PE_2012_3,2012,Secondary,2022-Q1,0.0,28.23,1024.93
PE_2013_1,2013,Buyout,2013-Q1,75.0,0.0,79.04
PE_2013_1,2013,Buyout,2013-Q2,75.0,0.0,156.3
PE_2013_1,2013,Buyout,2013-Q3,75.0,0.0,226.38
PE_2013_1,2013,Buyout,2013-Q4,75.0,0.0,312.5
PE_2013_1,2013,Buyout,2014-Q1,75.0,0.0,383.03
PE_2013_1,2013,Buyout,2014-Q2,75.0,0.0,473.27
PE_2013_1,2013,Buyout,2014-Q3,75.0,0.0,519.49
PE_2013_1,2013,Buyout,2014-Q4,75.0,0.0,601.59
PE_2013_1,2013,Buyout,2015-Q1,62.5,0.0,722.78
PE_2013_1,2013,Buyout,2015-Q2,62.5,0.0,799.96
PE_2013_1,2013,Buyout,2015-Q3,62.5,0.0,957.72
PE_2013_1,2013,Buyout,2015-Q4,62.5,0.0,1043.01
PE_2013_1,2013,Buyout,2016-Q1,37.5,0.0,1119.31
PE_2013_1,2013,Buyout,2016-Q2,37.5,0.0,1265.93
PE_2013_1,2013,Buyout,2016-Q3,37.5,0.0,1305.73
PE_2013_1,2013,Buyout,2016-Q4,37.5,0.0,1481.42
PE_2013_1,2013,Buyout,2017-Q1,0.0,10.38,1599.18
PE_2013_1,2013,Buyout,2017-Q2,0.0,10.38,1691.66
PE_2013_1,2013,Buyout,2017-Q3,0.0,10.38,1702.11
PE_2013_1,2013,Buyout,2017-Q4,0.0,10.38,1799.04
PE_2013_1,2013,Buyout,2018-Q1,0.0,28.23,1671.19
PE_2013_1,2013,Buyout,2018-Q2,0.0,28.23,1680.48
PE_2013_1,2013,Buyout,2018-Q3,0.0,28.23,1628.66
PE_2013_1,2013,Buyout,2018-Q4,0.0,28.23,1595.56
PE_2013_1,2013,Buyout,2019-Q1,0.0,54.98,1550.2
PE_2013_1,2013,Buyout,2019-Q2,0.0,54.98,1580.96
PE_2013_1,2013,Buyout,2019-Q3,0.0,54.98,1520.85
PE_2013_1,2013,Buyout,2019-Q4,0.0,54.98,1429.21
PE_2013_1,2013,Buyout,2020-Q1,0.0,76.74,1423.04
PE_2013_1,2013,Buyout,2020-Q2,0.0,76.74,1342.74
PE_2013_1,2013,Buyout,2020-Q3,0.0,76.74,1311.64
PE_2013_1,2013,Buyout,2020-Q4,0.0,76.74,1107.01
PE_2013_1,2013,Buyout,2021-Q1,0.0,76.74,1070.15
PE_2013_1,2013,Buyout,2021-Q2,0.0,76.74,1054.28
PE_2013_1,2013,Buyout,2021-Q3,0.0,76.74,951.38
PE_2013_1,2013,Buyout,2021-Q4,0.0,76.74,827.06
PE_2013_1,2013,Buyout,2022-Q1,0.0,54.98,765.17
PE_2013_1,2013,Buyout,2022-Q2,0.0,54.98,762.93
PE_2013_1,2013,Buyout,2022-Q3,0.0,54.98,715.59
PE_2013_1,2013,Buyout,2022-Q4,0.0,54.98,684.24
PE_2013_1,2013,Buyout,2023-Q1,0.0,28.23,664.04
PE_2013_2,2013,Growth,2013-Q1,75.0,0.0,76.54
PE_2013_2,2013,Growth,2013-Q2,75.0,0.0,148.71
PE_2013_2,2013,Growth,2013-Q3,75.0,0.0,222.17
PE_2013_2,2013,Growth,2013-Q4,75.0,0.0,317.53
PE_2013_2,2013,Growth,2014-Q1,75.0,0.0,425.53
PE_2013_2,2013,Growth,2014-Q2,75.0,0.0,508.53
PE_2013_2,2013,Growth,2014-Q3,75.0,0.0,553.61
PE_2013_2,2013,Growth,2014-Q4,75.0,0.0,666.82
PE_2013_2,2013,Growth,2015-Q1,62.5,0.0,724.04
PE_2013_2,2013,Growth,2015-Q2,62.5,0.0,777.04
PE_2013_2,2013,Growth,2015-Q3,62.5,0.0,812.91
PE_2013_2,2013,Growth,2015-Q4,62.5,0.0,863.04
PE_2013_2,2013,Growth,2016-Q1,37.5,0.0,1000.62
PE_2013_2,2013,Growth,2016-Q2,37.5,0.0,1093.89
PE_2013_2,2013,Growth,2016-Q3,37.5,0.0,1118.25
PE_2013_2,2013,Growth,2016-Q4,37.5,0.0,1293.11
PE_2013_2,2013,Growth,2017-Q1,0.0,10.38,1268.09
PE_2013_2,2013,Growth,2017-Q2,0.0,10.38,1270.4
PE_2013_2,2013,Growth,2017-Q3,0.0,10.38,1340.78
PE_2013_2,2013,Growth,2017-Q4,0.0,10.38,1424.16
PE_2013_2,2013,Growth,2018-Q1,0.0,28.23,1496.26
PE_2013_2,2013,Growth,2018-Q2,0.0,28.23,1442.42
PE_2013_2,2013,Growth,2018-Q3,0.0,28.23,1531.77
PE_2013_2,2013,Growth,2018-Q4,0.0,28.23,1540.48
PE_2013_2,2013,Growth,2019-Q1,0.0,54.98,1396.67
PE_2013_2,2013,Growth,2019-Q2,0.0,54.98,1379.23
PE_2013_2,2013,Growth,2019-Q3,0.0,54.98,1367.74
PE_2013_2,2013,Growth,2019-Q4,0.0,54.98,1356.79
PE_2013_2,2013,Growth,2020-Q1,0.0,76.74,1228.04
PE_2013_2,2013,Growth,2020-Q2,0.0,76.74,1199.92
PE_2013_2,2013,Growth,2020-Q3,0.0,76.74,1038.71
PE_2013_2,2013,Growth,2020-Q4,0.0,76.74,957.15
PE_2013_2,2013,Growth,2021-Q1,0.0,76.74,870.71
PE_2013_2,2013,Growth,2021-Q2,0.0,76.74,776.38
PE_2013_2,2013,Growth,2021-Q3,0.0,76.74,717.63
PE_2013_2,2013,Growth,2021-Q4,0.0,76.74,708.79
PE_2013_2,2013,Growth,2022-Q1,0.0,54.98,731.42
PE_2013_2,2013,Growth,2022-Q2,0.0,54.98,674.65
PE_2013_2,2013,Growth,2022-Q3,0.0,54.98,629.43
PE_2013_2,2013,Growth,2022-Q4,0.0,54.98,575.56
PE_2013_2,2013,Growth,2023-Q1,0.0,28.23,534.85
PE_2013_3,2013,Secondary,2013-Q1,75.0,0.0,72.13
PE_2013_3,2013,Secondary,2013-Q2,75.0,0.0,155.11
PE_2013_3,2013,Secondary,2013-Q3,75.0,0.0,246.82
PE_2013_3,2013,Secondary,2013-Q4,75.0,0.0,322.06
PE_2013_3,2013,Secondary,2014-Q1,75.0,0.0,430.45
PE_2013_3,2013,Secondary,2014-Q2,75.0,0.0,515.42
PE_2013_3,2013,Secondary,2014-Q3,75.0,0.0,593.97
PE_2013_3,2013,Secondary,2014-Q4,75.0,0.0,700.13
PE_2013_3,2013,Secondary,2015-Q1,62.5,0.0,803.82
PE_2013_3,2013,Secondary,2015-Q2,62.5,0.0,914.41
PE_2013_3,2013,Secondary,2015-Q3,62.5,0.0,1013.75
PE_2013_3,2013,Secondary,2015-Q4,62.5,0.0,1037.48
PE_2013_3,2013,Secondary,2016-Q1,37.5,0.0,1138.12
PE_2013_3,2013,Secondary,2016-Q2,37.5,0.0,1165.88
PE_2013_3,2013,Secondary,2016-Q3,37.5,0.0,1259.2
PE_2013_3,2013,Secondary,2016-Q4,37.5,0.0,1342.36
PE_2013_3,2013,Secondary,2017-Q1,0.0,10.38,1475.74
PE_2013_3,2013,Secondary,2017-Q2,0.0,10.38,1375.69
PE_2013_3,2013,Secondary,2017-Q3,0.0,10.38,1341.82
PE_2013_3,2013,Secondary,2017-Q4,0.0,10.38,1320.43
PE_2013_3,2013,Secondary,2018-Q1,0.0,28.23,1328.57
PE_2013_3,2013,Secondary,2018-Q2,0.0,28.23,1328.51
PE_2013_3,2013,Secondary,2018-Q3,0.0,28.23,1470.69
PE_2013_3,2013,Secondary,2018-Q4,0.0,28.23,1510.33
PE_2013_3,2013,Secondary,2019-Q1,0.0,54.98,1510.37
PE_2013_3,2013,Secondary,2019-Q2,0.0,54.98,1392.01
PE_2013_3,2013,Secondary,2019-Q3,0.0,54.98,1332.71
PE_2013_3,2013,Secondary,2019-Q4,0.0,54.98,1369.25
PE_2013_3,2013,Secondary,2020-Q1,0.0,76.74,1300.18
PE_2013_3,2013,Secondary,2020-Q2,0.0,76.74,1318.51
PE_2013_3,2013,Secondary,2020-Q3,0.0,76.74,1337.25
PE_2013_3,2013,Secondary,2020-Q4,0.0,76.74,1206.72
PE_2013_3,2013,Secondary,2021-Q1,0.0,76.74,1094.74
PE_2013_3,2013,Secondary,2021-Q2,0.0,76.74,1024.83
PE_2013_3,2013,Secondary,2021-Q3,0.0,76.74,945.93
PE_2013_3,2013,Secondary,2021-Q4,0.0,76.74,881.63
PE_2013_3,2013,Secondary,2022-Q1,0.0,54.98,875.28
PE_2013_3,2013,Secondary,2022-Q2,0.0,54.98,813.08
PE_2013_3,2013,Secondary,2022-Q3,0.0,54.98,824.03
PE_2013_3,2013,Secondary,2022-Q4,0.0,54.98,816.5
PE_2013_3,2013,Secondary,2023-Q1,0.0,28.23,875.99
PE_2014_1,2014,Buyout,2014-Q1,75.0,0.0,80.29
PE_2014_1,2014,Buyout,2014-Q2,75.0,0.0,162.46
PE_2014_1,2014,Buyout,2014-Q3,75.0,0.0,249.91
PE_2014_1,2014,Buyout,2014-Q4,75.0,0.0,339.46
PE_2014_1,2014,Buyout,2015-Q1,75.0,0.0,446.23
PE_2014_1,2014,Buyout,2015-Q2,75.0,0.0,523.13
PE_2014_1,2014,Buyout,2015-Q3,75.0,0.0,621.7
PE_2014_1,2014,Buyout,2015-Q4,75.0,0.0,753.14
PE_2014_1,2014,Buyout,2016-Q1,62.5,0.0,821.63
PE_2014_1,2014,Buyout,2016-Q2,62.5,0.0,940.8
PE_2014_1,2014,Buyout,2016-Q3,62.5,0.0,1021.38
PE_2014_1,2014,Buyout,2016-Q4,62.5,0.0,1204.81
PE_2014_1,2014,Buyout,2017-Q1,37.5,0.0,1304.6
PE_2014_1,2014,Buyout,2017-Q2,37.5,0.0,1219.64
PE_2014_1,2014,Buyout,2017-Q3,37.5,0.0,1349.29
PE_2014_1,2014,Buyout,2017-Q4,37.5,0.0,1528.32
PE_2014_1,2014,Buyout,2018-Q1,0.0,10.38,1603.61
PE_2014_1,2014,Buyout,2018-Q2,0.0,10.38,1523.73
PE_2014_1,2014,Buyout,2018-Q3,0.0,10.38,1578.17
PE_2014_1,2014,Buyout,2018-Q4,0.0,10.38,1542.37
PE_2014_1,2014,Buyout,2019-Q1,0.0,28.23,1721.25
PE_2014_1,2014,Buyout,2019-Q2,0.0,28.23,1750.94
PE_2014_1,2014,Buyout,2019-Q3,0.0,28.23,1798.38
PE_2014_1,2014,Buyout,2019-Q4,0.0,28.23,1867.34
PE_2014_1,2014,Buyout,2020-Q1,0.0,54.98,1890.47
PE_2014_1,2014,Buyout,2020-Q2,0.0,54.98,1912.13
PE_2014_1,2014,Buyout,2020-Q3,0.0,54.98,1804.39
PE_2014_1,2014,Buyout,2020-Q4,0.0,54.98,1678.86
PE_2014_1,2014,Buyout,2021-Q1,0.0,76.74,1635.85
PE_2014_1,2014,Buyout,2021-Q2,0.0,76.74,1509.32
PE_2014_1,2014,Buyout,2021-Q3,0.0,76.74,1680.78
PE_2014_1,2014,Buyout,2021-Q4,0.0,76.74,1616.94
PE_2014_1,2014,Buyout,2022-Q1,0.0,76.74,1650.12
PE_2014_1,2014,Buyout,2022-Q2,0.0,76.74,1412.19
PE_2014_1,2014,Buyout,2022-Q3,0.0,76.74,1310.72
PE_2014_1,2014,Buyout,2022-Q4,0.0,76.74,1282.0
PE_2014_1,2014,Buyout,2023-Q1,0.0,54.98,1229.93
PE_2014_1,2014,Buyout,2023-Q2,0.0,54.98,1202.54
PE_2014_1,2014,Buyout,2023-Q3,0.0,54.98,1045.74
PE_2014_1,2014,Buyout,2023-Q4,0.0,54.98,1025.96
PE_2014_1,2014,Buyout,2024-Q1,0.0,28.23,942.27
PE_2014_2,2014,Growth,2014-Q1,75.0,0.0,77.42
PE_2014_2,2014,Growth,2014-Q2,75.0,0.0,164.53
PE_2014_2,2014,Growth,2014-Q3,75.0,0.0,248.14
PE_2014_2,2014,Growth,2014-Q4,75.0,0.0,322.95
PE_2014_2,2014,Growth,2015-Q1,75.0,0.0,367.94
PE_2014_2,2014,Growth,2015-Q2,75.0,0.0,489.57
PE_2014_2,2014,Growth,2015-Q3,75.0,0.0,589.96
PE_2014_2,2014,Growth,2015-Q4,75.0,0.0,677.04
PE_2014_2,2014,Growth,2016-Q1,62.5,0.0,816.56
PE_2014_2,2014,Growth,2016-Q2,62.5,0.0,886.53
PE_2014_2,2014,Growth,2016-Q3,62.5,0.0,972.22
PE_2014_2,2014,Growth,2016-Q4,62.5,0.0,1124.7
PE_2014_2,2014,Growth,2017-Q1,37.5,0.0,1168.44
PE_2014_2,2014,Growth,2017-Q2,37.5,0.0,1260.85
PE_2014_2,2014,Growth,2017-Q3,37.5,0.0,1312.04
PE_2014_2,2014,Growth,2017-Q4,37.5,0.0,1381.68
PE_2014_2,2014,Growth,2018-Q1,0.0,10.38,1265.98
PE_2014_2,2014,Growth,2018-Q2,0.0,10.38,1316.04
PE_2014_2,2014,Growth,2018-Q3,0.0,10.38,1283.69
PE_2014_2,2014,Growth,2018-Q4,0.0,10.38,1313.69
PE_2014_2,2014,Growth,2019-Q1,0.0,28.23,1351.17
PE_2014_2,2014,Growth,2019-Q2,0.0,28.23,1454.4
PE_2014_2,2014,Growth,2019-Q3,0.0,28.23,1438.33
PE_2014_2,2014,Growth,2019-Q4,0.0,28.23,1398.16
PE_2014_2,2014,Growth,2020-Q1,0.0,54.98,1429.81
PE_2014_2,2014,Growth,2020-Q2,0.0,54.98,1373.91
PE_2014_2,2014,Growth,2020-Q3,0.0,54.98,1484.04
PE_2014_2,2014,Growth,2020-Q4,0.0,54.98,1464.14
PE_2014_2,2014,Growth,2021-Q1,0.0,76.74,1356.98
PE_2014_2,2014,Growth,2021-Q2,0.0,76.74,1379.09
PE_2014_2,2014,Growth,2021-Q3,0.0,76.74,1293.94
PE_2014_2,2014,Growth,2021-Q4,0.0,76.74,1311.52
PE_2014_2,2014,Growth,2022-Q1,0.0,76.74,1300.78
PE_2014_2,2014,Growth,2022-Q2,0.0,76.74,1331.86
PE_2014_2,2014,Growth,2022-Q3,0.0,76.74,1226.13
PE_2014_2,2014,Growth,2022-Q4,0.0,76.74,1183.96
PE_2014_2,2014,Growth,2023-Q1,0.0,54.98,1068.56
PE_2014_2,2014,Growth,2023-Q2,0.0,54.98,1039.43
PE_2014_2,2014,Growth,2023-Q3,0.0,54.98,946.57
PE_2014_2,2014,Growth,2023-Q4,0.0,54.98,839.64
PE_2014_2,2014,Growth,2024-Q1,0.0,28.23,890.25
PE_2014_3,2014,Secondary,2014-Q1,75.0,0.0,74.27
PE_2014_3,2014,Secondary,2014-Q2,75.0,0.0,163.57
PE_2014_3,2014,Secondary,2014-Q3,75.0,0.0,240.03
PE_2014_3,2014,Secondary,2014-Q4,75.0,0.0,343.3
PE_2014_3,2014,Secondary,2015-Q1,75.0,0.0,452.6
PE_2014_3,2014,Secondary,2015-Q2,75.0,0.0,547.83
PE_2014_3,2014,Secondary,2015-Q3,75.0,0.0,607.35
PE_2014_3,2014,Secondary,2015-Q4,75.0,0.0,665.67
PE_2014_3,2014,Secondary,2016-Q1,62.5,0.0,800.39
PE_2014_3,2014,Secondary,2016-Q2,62.5,0.0,878.01
PE_2014_3,2014,Secondary,2016-Q3,62.5,0.0,872.96
PE_2014_3,2014,Secondary,2016-Q4,62.5,0.0,981.47
PE_2014_3,2014,Secondary,2017-Q1,37.5,0.0,1119.58
PE_2014_3,2014,Secondary,2017-Q2,37.5,0.0,1215.14
PE_2014_3,2014,Secondary,2017-Q3,37.5,0.0,1309.98
PE_2014_3,2014,Secondary,2017-Q4,37.5,0.0,1309.38
PE_2014_3,2014,Secondary,2018-Q1,0.0,10.38,1244.71
PE_2014_3,2014,Secondary,2018-Q2,0.0,10.38,1180.57
PE_2014_3,2014,Secondary,2018-Q3,0.0,10.38,1171.35
PE_2014_3,2014,Secondary,2018-Q4,0.0,10.38,1124.11
PE_2014_3,2014,Secondary,2019-Q1,0.0,28.23,1057.2
PE_2014_3,2014,Secondary,2019-Q2,0.0,28.23,995.95
PE_2014_3,2014,Secondary,2019-Q3,0.0,28.23,963.78
PE_2014_3,2014,Secondary,2019-Q4,0.0,28.23,1056.47
PE_2014_3,2014,Secondary,2020-Q1,0.0,54.98,942.47
PE_2014_3,2014,Secondary,2020-Q2,0.0,54.98,948.91
PE_2014_3,2014,Secondary,2020-Q3,0.0,54.98,940.66
PE_2014_3,2014,Secondary,2020-Q4,0.0,54.98,874.47
PE_2014_3,2014,Secondary,2021-Q1,0.0,76.74,886.21
PE_2014_3,2014,Secondary,2021-Q2,0.0,76.74,813.82
PE_2014_3,2014,Secondary,2021-Q3,0.0,76.74,789.05
PE_2014_3,2014,Secondary,2021-Q4,0.0,76.74,686.94
PE_2014_3,2014,Secondary,2022-Q1,0.0,76.74,608.74
PE_2014_3,2014,Secondary,2022-Q2,0.0,76.74,532.43
PE_2014_3,2014,Secondary,2022-Q3,0.0,76.74,429.17
PE_2014_3,2014,Secondary,2022-Q4,0.0,76.74,335.29
PE_2014_3,2014,Secondary,2023-Q1,0.0,54.98,302.42
PE_2014_3,2014,Secondary,2023-Q2,0.0,54.98,245.01
PE_2014_3,2014,Secondary,2023-Q3,0.0,54.98,183.54
PE_2014_3,2014,Secondary,2023-Q4,0.0,54.98,124.87
PE_2014_3,2014,Secondary,2024-Q1,0.0,28.23,109.78
PE_2015_1,2015,Buyout,2015-Q1,75.0,0.0,70.82
PE_2015_1,2015,Buyout,2015-Q2,75.0,0.0,152.9
PE_2015_1,2015,Buyout,2015-Q3,75.0,0.0,230.68
PE_2015_1,2015,Buyout,2015-Q4,75.0,0.0,326.7
PE_2015_1,2015,Buyout,2016-Q1,75.0,0.0,392.42
PE_2015_1,2015,Buyout,2016-Q2,75.0,0.0,466.98
PE_2015_1,2015,Buyout,2016-Q3,75.0,0.0,573.62
PE_2015_1,2015,Buyout,2016-Q4,75.0,0.0,678.36
PE_2015_1,2015,Buyout,2017-Q1,62.5,0.0,713.71
PE_2015_1,2015,Buyout,2017-Q2,62.5,0.0,824.15
PE_2015_1,2015,Buyout,2017-Q3,62.5,0.0,890.01
PE_2015_1,2015,Buyout,2017-Q4,62.5,0.0,1060.88
PE_2015_1,2015,Buyout,2018-Q1,37.5,0.0,1082.89
PE_2015_1,2015,Buyout,2018-Q2,37.5,0.0,1243.22
PE_2015_1,2015,Buyout,2018-Q3,37.5,0.0,1264.69
PE_2015_1,2015,Buyout,2018-Q4,37.5,0.0,1509.35
PE_2015_1,2015,Buyout,2019-Q1,0.0,10.38,1621.4
PE_2015_1,2015,Buyout,2019-Q2,0.0,10.38,1699.6
PE_2015_1,2015,Buyout,2019-Q3,0.0,10.38,1784.66
PE_2015_1,2015,Buyout,2019-Q4,0.0,10.38,1814.08
