date,eq_kr_ret,eq_dm_ret,eq_em_ret,bond_ktb_ret,bond_gl_ret,reit_ret,cmdty_ret,month_id
2007-08-21,-0.0001861,0.0098521,0.0057837,0.0015043,0.0074358,0.0163829,-0.0012513,2
2007-08-22,0.0170586,0.0026631,-0.0011589,-0.0004241,0.003703,0.0128019,0.0141301,2
2007-08-23,-0.0014112,0.0024408,-0.0141804,-0.0020227,-0.0014138,0.016848,-0.0127962,3
2007-08-24,0.0071156,0.0032754,-7.17e-05,0.0023782,-0.002235,0.0075706,0.002629,3
2007-08-27,0.0059275,-0.0034886,0.003502,0.0022038,0.0037722,0.0042349,0.0139805,3
2007-08-28,0.011973,-0.0049985,-0.0038177,0.005624,0.0048895,0.012369,-0.0120371,3
2007-08-29,0.0154824,0.01442,0.0160108,0.0029613,3.9e-06,0.0139097,-0.0055411,3
2007-08-30,-0.0027127,0.0069441,0.0025155,0.001717,-0.0052435,0.0091651,-0.0240323,3
2007-08-31,-0.0079253,-0.0012662,-0.0025398,-0.0037592,0.0020793,-0.0131329,-0.0041366,3
2007-09-03,-0.003369,-0.0047372,0.0073769,0.0046561,-0.0013608,-0.0011592,-0.0123301,3
2007-09-04,0.004226,0.0012065,0.0029365,-0.0009099,0.0027666,0.0079184,0.0128365,3
2007-09-05,0.0113619,-0.0014736,0.0166035,-0.0035462,-0.002026,-0.004483,-0.0022061,3
2007-09-06,0.0029165,0.0021457,-0.0034193,-0.0011889,-0.0012545,0.0038988,-0.0064774,3
2007-09-07,0.0047775,0.0105918,0.0085516,0.0043219,0.0047962,0.0079894,0.0064508,3
2007-09-10,0.0039229,0.0057469,-0.0029444,-0.0027534,-0.0082443,-0.0033586,0.0136621,3
2007-09-11,0.0148176,0.0047716,0.0061011,1.83e-05,0.0025449,0.0034848,-0.0007468,3
2007-09-12,-0.0014124,-0.002788,-0.0039256,-0.0030465,-0.001886,-0.0056141,0.0037694,3
2007-09-13,0.0059489,0.0062257,0.0111899,0.0001042,0.0014656,0.0075594,0.0045609,3
2007-09-14,-0.006571,-0.0006055,-0.0149437,-0.0032133,0.0020654,-0.0086852,-0.016528,3
2007-09-17,0.0238982,0.0026349,0.0056393,-0.0084933,-0.0005758,0.0068168,0.0116797,3
2007-09-18,-0.0167563,-0.0141735,-0.0236513,-0.0013149,-0.0021251,-0.0271381,-0.004991,3
2007-09-19,0.000715,-0.0043836,-0.0054437,0.0003123,-0.0046704,-0.0121846,-0.0118517,3
2007-09-20,-0.0178538,-0.0111039,-0.0181643,0.0022981,0.0034945,-0.0070769,-0.0021293,3
2007-09-21,-0.000171,-0.003759,-0.0056293,-0.00089,0.0006619,0.0002061,-0.0068636,4
2007-09-24,-0.0013693,0.0040067,0.004028,0.0030445,0.0051272,-0.0075864,-0.0002277,4
2007-09-25,-0.0037308,-0.0229266,-0.0118174,-0.002063,-0.000775,-0.0136586,-0.0082493,4
2007-09-26,0.0111156,0.007423,0.0069284,-0.0034457,0.0019326,0.0068616,0.0011027,4
2007-09-27,-0.018318,0.0022474,-0.0090713,0.0036228,0.0035838,0.0169391,-0.0056462,4
2007-09-28,-0.0263205,-0.0173098,-0.0210352,-0.0006076,-0.009375,-0.0228234,-0.0201407,4
2007-10-01,-0.0281702,-0.0031335,-0.013255,-0.0011192,-0.0019846,0.0041553,0.0054437,4
2007-10-02,-0.0041146,0.0075141,0.0080815,0.0016651,0.0046564,-0.0060906,-0.0108002,4
2007-10-03,-0.0032974,0.0002366,-0.0041082,-0.0015036,-0.0021902,0.0002352,-0.0105141,4
2007-10-04,-0.0158351,0.0107423,0.001658,-0.0025744,-0.0023976,-0.0011897,-0.0096377,4
2007-10-05,0.0058932,-0.0020044,-0.0017493,0.0002684,-0.0005665,-0.0139596,-0.0004116,4
2007-10-08,0.0002671,0.0035825,-0.0036638,-0.004294,0.0009348,-0.0023149,0.0053031,4
2007-10-09,-0.006963,-2.33e-05,0.0081814,-0.003063,-0.0044698,0.0061354,0.0151302,4
2007-10-10,0.0017196,0.0131671,0.0197321,0.0074795,0.0060299,0.0071485,0.0022456,4
2007-10-11,-0.0056394,0.0301852,0.0177206,-0.0017517,0.0020236,0.0243507,-0.0031493,4
2007-10-12,0.007876,0.0016402,-0.0042946,0.0013269,-0.0002275,0.01914,0.0073104,4
2007-10-15,0.0071942,0.0171804,0.005753,-0.000424,-0.0003011,0.0304078,0.0046447,4
2007-10-16,0.0090503,0.0154533,-0.0005952,0.001165,0.005611,0.0054731,0.0047606,4
2007-10-17,0.010285,0.0091319,0.0141233,0.0059772,0.0039983,-0.0109633,0.002676,4
2007-10-18,-0.0136906,-0.0104443,-0.0111245,0.0008182,-0.0061165,-0.0050354,-0.0010023,4
2007-10-19,0.0115316,0.0106768,0.0163806,0.0037085,-0.0040997,0.0211904,0.0168045,4
2007-10-22,-0.0091457,0.0105604,0.0167442,-0.001583,0.0025926,0.0060022,0.0086997,5
2007-10-23,0.0018195,0.0047533,-0.0006494,0.0040229,0.0004114,0.0015542,0.0008488,5
2007-10-24,0.0005585,0.0144043,0.01424,-0.0074557,-0.0064266,0.0011993,0.0110953,5
2007-10-25,0.0188963,0.0182881,0.0296617,0.0046911,0.0059528,0.0176178,0.0239937,5
2007-10-26,0.0016823,0.0006689,-0.0005102,0.0021552,-0.0010166,-0.0048504,-0.0080726,5
2007-10-29,0.0085717,-0.0079974,-0.0058899,-0.0060855,-0.0019401,-0.015056,0.0053562,5
2007-10-30,-0.0040784,-0.0101794,-0.0232779,0.0038134,0.0047544,0.0114233,-0.0078123,5
2007-10-31,-0.0070834,-0.0039214,-0.0194812,0.0008593,0.002506,0.0036013,-0.008978,5
2007-11-01,-0.0049483,-0.0023627,0.0029917,0.0046267,0.0036857,-0.0098435,-0.0012382,5
2007-11-02,-0.015375,0.0047633,0.0146845,0.0016173,0.0004964,-0.0128651,-0.0077679,5
2007-11-05,-0.0015309,-0.0010875,-0.0020706,0.0014185,0.0018048,0.0055866,-0.0039407,5
2007-11-06,-0.0287439,-0.0054345,0.0023469,0.002269,0.0057252,-0.0107618,-0.0101937,5
2007-11-07,0.040314,0.01509,0.0169406,0.0009339,0.0002671,0.022027,0.0022222,5
2007-11-08,-0.0103835,-0.0055967,-0.0109786,-0.0049489,-0.004846,-0.0120815,0.0125189,5
2007-11-09,0.002346,0.0076708,0.00104,-0.0065234,-0.0053774,0.0015351,-0.0094929,5
2007-11-12,0.0114827,0.0075177,0.0050884,0.0026202,0.0010232,0.0100339,-0.0006353,5
2007-11-13,-0.0069204,0.0073141,-0.0010467,0.000146,0.0030311,-0.0066462,0.0070996,5
2007-11-14,0.0062862,0.0029842,-0.0006725,0.0026897,0.003707,0.0046015,-0.0104667,5
2007-11-15,0.0063625,-0.0025734,-0.0039394,-0.0006057,-0.0024985,-0.0083029,0.0242711,5
2007-11-16,-0.0277824,-0.0186304,-0.0250413,-0.000852,-0.0036446,-0.0247155,-0.0080133,5
2007-11-19,0.0038163,-0.0034034,-0.0001631,0.0029043,0.0011446,0.0084784,-0.0156205,5
2007-11-20,-0.0086676,-0.0124031,-0.0114404,-0.0005544,-0.0038715,-0.007567,-0.0029169,6
2007-11-21,-0.0152994,-0.0040499,0.0092197,0.0033635,0.0063761,-0.0074146,0.003171,6
2007-11-22,-0.0123208,-0.0119749,-0.0025047,-0.0013545,0.001482,-0.0130301,-0.013059,6
2007-11-23,-7.12e-05,-0.0061009,-0.0022438,-0.0030719,0.0006449,-0.0024871,0.0037141,6
2007-11-26,-0.010809,-0.0103044,0.0042772,-0.0007162,0.004167,0.0090052,-0.0053245,6
2007-11-27,0.0043365,0.0049361,0.0116353,-0.0021666,0.0001654,0.0104844,0.0022101,6
2007-11-28,0.0077369,0.0175521,0.0201561,-0.0061262,-0.0069015,0.0153176,0.0026471,6
2007-11-29,-0.0012181,-0.0058788,-0.0215376,0.0028904,0.0015022,0.0137489,-0.004022,6
2007-11-30,-0.0050435,-0.0021287,-0.0113643,0.0021109,0.0038409,0.000528,-0.0117968,6
2007-12-03,-0.0294813,-0.0153287,-0.0254097,-0.0031694,-0.0018841,-0.0155385,-0.0064139,6
2007-12-04,0.0307065,0.0087522,0.000701,-0.0022682,-0.0002519,0.0168046,0.0134339,6
2007-12-05,-0.0177488,-7.79e-05,-0.0047648,-0.0050862,-0.0052422,-0.0184041,-0.0049053,6
2007-12-06,-0.0133899,-0.0106143,-0.0161959,0.0002153,-0.0065947,-0.0097564,-0.0050639,6
2007-12-07,-0.0123994,-0.0124996,-0.0122467,-0.002016,-0.0001673,-0.0199479,-0.0020466,6
2007-12-10,-0.0033864,-0.0127598,-0.0126237,-0.0029939,-0.0076563,-0.024363,0.0025478,6
2007-12-11,-0.0014117,0.0046563,-0.0156249,0.0016582,0.0028838,-0.0096791,-0.0250091,6
2007-12-12,-0.0059546,0.0080131,0.0057586,-0.0020661,0.0042133,0.0016036,0.016428,6
2007-12-13,-0.0244687,-0.0154761,-0.0183547,0.0066296,0.0036391,-0.001519,-0.0028358,6
2007-12-14,-0.0017917,-0.0065334,-0.0081518,0.0023725,-0.0040246,-0.0110583,-8.52e-05,6
2007-12-17,-0.0131796,-0.0053909,-0.0090196,-0.0023817,-0.0030844,-0.0070383,0.0047837,6
2007-12-18,0.0315743,0.0140278,0.0186416,-0.0029394,-0.0008829,0.0134011,-0.006912,6
2007-12-19,0.0020434,-0.0024424,0.0003139,0.0024709,0.0006656,0.0197757,-0.004768,7
2007-12-20,-0.0123089,-0.0041423,-0.0076951,-0.003865,0.000815,0.0011122,-0.0037493,7
2007-12-21,-0.0106753,0.0018052,-0.0029845,0.0020271,2.2e-05,-0.0055148,0.0171062,7
2007-12-24,-0.0082358,0.0002877,0.0018856,-0.0003163,0.0010104,-0.0163359,-0.0083395,7
2007-12-25,-0.0134074,-0.0086701,-0.013272,-0.002209,0.0016468,-0.0114371,-0.0255198,7
2007-12-26,-0.0250664,-0.0228947,-0.0223124,0.0008185,0.0007045,-0.0303912,-0.0043036,7
2007-12-27,0.0062661,-0.0010892,0.007973,-0.0010698,-0.005761,0.0079144,-0.002638,7
2007-12-28,-0.0157922,-0.0153531,-0.009397,0.0010323,-0.0018541,-0.0239344,-0.0137561,7
2007-12-31,0.0110348,-0.001601,-0.015483,-0.000105,0.0028515,-0.0005233,-0.010591,7
2008-01-01,-0.0172809,-0.0035982,-0.0090547,-0.0035486,-0.0024147,-0.0098521,-0.0103454,7
2008-01-02,0.0052051,0.0032816,0.0137556,0.0028213,0.005122,0.0151301,0.0020249,7
2008-01-03,-0.0087587,-0.0051018,-0.0006181,0.0010629,-0.000232,0.0015917,-0.0016439,7
2008-01-04,0.0046556,-0.0099511,-0.0032599,0.0006546,-0.0017815,-0.0100054,0.0058096,7
2008-01-07,0.0104042,-0.0055131,-0.0039655,-0.0038023,0.0019211,-0.0115257,0.0051724,7
2008-01-08,-0.0037437,-0.0021907,0.0049532,0.0001503,-0.0002804,0.0107449,-0.0061268,7
2008-01-09,0.0182818,-0.0103861,-0.0004501,0.0011073,0.0050066,-0.002103,-0.0036087,7
2008-01-10,0.0256751,0.0297938,0.0410848,-5.67e-05,0.0005558,0.0299218,0.030442,7
2008-01-11,-0.0006857,0.004309,-0.0045797,-0.0003609,0.0021689,-0.0009542,0.0071212,7
2008-01-14,-0.0204016,-0.0066695,-0.0149521,0.0016498,0.0029111,-0.0021109,0.0012903,7
2008-01-15,0.0131597,-0.0050864,0.022325,0.0068295,-0.002573,-0.0008705,-0.0047105,7
2008-01-16,-8.05e-05,0.0011302,-0.0133238,0.0047656,0.0043588,0.0066486,-0.0266461,7
2008-01-17,-0.0042476,0.0053783,0.0115201,0.0027489,0.004916,0.0121369,0.0031831,8
2008-01-18,-0.0338433,-0.0123429,-0.0324232,0.0017862,5.46e-05,-0.0110392,-0.0041008,8
2008-01-21,0.0121147,0.008961,0.0040191,0.0019151,-0.0072693,0.0081969,0.0091031,8
2008-01-22,0.000264,0.0073335,0.011422,0.0052271,0.0071992,0.0187502,0.0151812,8
2008-01-23,0.0310568,0.0050972,0.005146,-0.0008482,0.0005062,0.0051414,0.0031467,8
2008-01-24,0.0037904,0.003338,0.0077718,0.0017341,0.0028334,0.0084228,-0.0039298,8
2008-01-25,0.0303477,-0.0053933,0.0011974,0.0003463,-0.0002352,-0.0097981,0.0169074,8
2008-01-28,-0.0237932,-0.0160311,-0.0219935,0.0018409,0.0016415,-0.0208081,-0.0069393,8
2008-01-29,0.0003644,0.0005729,0.0110578,-0.0057096,0.0015296,-0.0011637,-0.0053074,8
2008-01-30,-0.0033627,-0.0062972,-0.0042577,0.0026063,0.0021675,-0.0191259,0.0048751,8
2008-01-31,-0.0119681,0.0015134,-0.000115,-0.0008675,0.0021574,-0.0016593,0.0002639,8
2008-02-01,-0.0146424,0.0057994,0.0117472,0.0013843,-0.0036136,-0.0038708,0.0054429,8
2008-02-04,-0.0038229,0.0007642,0.0081414,-0.0020085,-0.0035108,0.0013371,0.0077734,8
2008-02-05,-0.0023529,0.0155703,0.0181348,-0.0025859,0.0020837,0.0113869,0.0124491,8
2008-02-06,0.0138299,0.0079625,0.007045,0.0027589,0.0004735,-0.0035353,-0.0111724,8
2008-02-07,0.0046577,0.00033,0.0131282,-0.0008975,0.0009949,0.0049648,0.0182671,8
2008-02-08,0.0152026,-0.0025308,-0.003961,0.0049989,0.0020423,0.0156329,-0.009509,8
2008-02-11,-0.0130971,-0.0105524,-0.0140736,0.0004274,0.0055835,-0.0158979,0.0055284,8
2008-02-12,-0.0055887,0.0066173,0.0060563,-0.0036119,-0.0093689,-0.00119,0.0102054,8
2008-02-13,-0.039158,-0.0121525,-0.0121286,0.0028012,0.0014865,-0.0137753,-0.0043673,8
2008-02-14,0.0047635,0.0026415,-0.0062909,0.0024407,0.0044526,-0.0018575,-0.0025031,8
2008-02-15,-0.0169294,0.0078339,-0.0109303,0.00201,0.0048171,-0.0059706,0.0074343,9
2008-02-18,-0.000219,-0.0005872,-0.010444,0.0031985,-9.48e-05,-0.0075867,0.0065602,9
2008-02-19,0.013916,-0.0037079,-0.0030034,0.003844,0.0022255,0.0138783,-0.003386,9
2008-02-20,-0.0034521,-0.0054328,-0.0061695,-0.0082716,-0.0075414,-0.0127369,0.0058617,9
2008-02-21,0.0126685,0.0036548,0.010087,0.0017064,-0.0049204,-0.0140047,0.0096603,9
2008-02-22,0.0143064,0.0144643,0.0241998,0.0009913,0.0039256,0.0124375,0.012993,9
2008-02-25,0.0087235,-0.0063845,-0.0108858,0.0006536,0.0062033,-0.0062654,0.0226659,9
2008-02-26,0.0064176,0.0052846,0.0007965,-0.0025655,-0.0001905,-0.0057949,0.0093565,9
2008-02-27,0.0181864,0.0061992,0.0192985,-0.0036131,0.0002979,-0.0074386,0.0055011,9
2008-02-28,-0.0209652,-0.0013072,-0.0185106,0.0026133,0.0025462,0.0020563,-0.0102966,9
2008-02-29,0.0126001,0.0070647,-0.0006437,0.0026448,0.0023867,0.0292527,-0.0044498,9
2008-03-03,-0.0034148,-0.000658,0.0053433,0.0009451,-0.0041045,0.0104654,-0.0081363,9
2008-03-04,0.0010829,0.0052855,0.0190987,-0.0002463,0.0012913,-0.0025857,0.0070844,9
2008-03-05,-0.0002918,-0.0017243,-0.0058894,-0.00391,-0.0051537,-0.0056405,-0.0098924,9
2008-03-06,0.0157063,0.0068112,0.0240322,-0.0008784,-0.0014358,0.0100064,0.0166196,9
2008-03-07,0.0018008,-0.0021968,-4.29e-05,-0.006642,0.0039229,-0.0077579,0.0018428,9
2008-03-10,0.0195246,0.0174358,0.0222576,-0.0032683,0.0037702,0.0147597,0.0247443,9
2008-03-11,-0.0044468,0.0144624,0.0131959,-0.0049215,0.0033871,-0.0045667,-0.0060688,9
2008-03-12,0.0055524,-0.0089664,-0.0080742,-0.0026139,-0.002788,-0.0082856,0.0066135,9
2008-03-13,-0.0004039,0.0086886,0.0106232,0.0012574,0.0045599,1.95e-05,-0.0013119,9
2008-03-14,0.0095874,0.0058972,0.0013286,-0.0039841,-0.0056801,0.0089829,-0.020765,9
2008-03-17,0.0048894,0.0090759,0.002797,-0.0024326,-0.0019843,-0.0078474,0.0149778,10
2008-03-18,-0.0152403,-0.007456,-0.0050692,0.0024133,0.0030568,0.001386,0.0028578,10
2008-03-19,-0.0035001,0.0062378,0.0075912,-0.0042363,-0.0036975,0.0136066,-0.015541,10
2008-03-20,0.0022572,-0.0066934,-0.0118307,-0.0014594,0.0050052,-0.0064044,0.0206382,10
2008-03-21,-0.0036894,-0.0038975,-0.0064072,0.0010636,0.0020775,0.0076963,-0.0214225,10
2008-03-24,0.004294,0.0015559,0.0069756,-0.0021367,-0.0041714,0.0094417,-0.015224,10
2008-03-25,-0.0153848,-0.0019808,-0.0060361,0.000975,0.002407,-0.0004688,0.0148269,10
2008-03-26,-0.018057,-0.0045514,0.0023754,-0.0043196,-0.0076345,-0.007731,0.0055294,10
2008-03-27,-0.0045105,-0.0022277,-0.0068588,-0.0024069,-0.0045609,-0.0082485,-0.0158358,10
2008-03-28,-0.0148768,-0.0035289,-0.0117784,0.0011763,-0.0011525,-0.0046249,0.0013331,10
2008-03-31,-0.0231697,-0.0101123,-0.0214466,-0.0016558,-0.0054974,-0.0116245,-0.0009895,10
2008-04-01,0.0135857,0.0090646,-0.0014655,-0.0014383,0.0044263,0.0081769,0.0050187,10
2008-04-02,-0.0006923,0.0075085,-0.0117748,0.00059,-0.0024893,0.0156743,-0.0031412,10
2008-04-03,0.0034153,0.0043207,0.0097918,0.004234,-0.0014878,-0.0024354,0.003069,10
2008-04-04,-0.0185013,-0.0109341,-0.0099667,-0.0027025,-0.0037233,-0.0054197,0.0014346,10
2008-04-07,0.0032001,0.0066193,0.0098192,0.003191,0.0022318,0.0094919,0.0102616,10
2008-04-08,0.0033503,0.003809,0.0017542,0.0014841,0.0040756,0.0070384,0.0088668,10
2008-04-09,-0.001431,0.007361,0.0193268,-0.0039837,-0.0036567,-0.0043755,0.0042833,10
2008-04-10,-0.0001557,0.0112934,0.0130955,-0.0005706,0.0012401,0.0052213,-0.0031267,10
2008-04-11,-0.005049,-0.0219748,-0.0248573,0.006965,-0.0034491,-0.0137539,0.0038626,10
2008-04-14,-0.0028923,0.0017194,-0.0030476,-0.0019277,-0.0072826,-0.0176317,0.0020334,10
2008-04-15,-0.0087008,-0.0034076,0.0006759,-0.0027023,-0.0006994,-0.0215611,-0.0014771,11
2008-04-16,0.0134723,-0.0009464,-0.000459,0.0031022,0.002814,0.0204684,0.005316,11
2008-04-17,0.0019789,-0.0056899,0.0060166,-0.0005233,0.0025729,-0.0047119,-0.0026444,11
2008-04-18,-0.0106973,0.0015708,0.0037449,0.0039718,0.0026766,0.004707,0.0148201,11
2008-04-21,-0.0114231,-0.0053264,-0.0038848,0.0078655,0.0019963,-0.0095882,-0.0038528,11
2008-04-22,0.0160467,0.0125617,0.0082311,0.0011292,0.0064295,0.0123067,-0.007273,11
2008-04-23,0.0134846,0.0033413,0.0030253,0.006976,0.0049853,0.0103917,-0.0016701,11
2008-04-24,0.0018887,0.0107857,0.0066446,0.0029648,0.0049515,0.0183232,-0.0291159,11
2008-04-25,-0.0062651,0.0114768,0.009602,-0.0022275,-0.0075156,0.0045305,0.0121798,11
2008-04-28,-0.0059314,0.0090569,0.0087125,0.0022075,-0.0001566,0.0081522,0.0123473,11
2008-04-29,0.0089754,0.0195807,0.0139882,0.0019647,0.0061268,0.0159425,0.0053958,11
2008-04-30,0.0014075,0.0098157,0.0212034,-0.0037406,0.0016811,-0.0022206,0.0025271,11
2008-05-01,-0.0075656,-0.003665,0.0082473,0.0023088,-0.0004326,-0.0033786,-5.58e-05,11
2008-05-02,0.0204246,0.0087386,0.0181333,0.0056417,0.009532,0.0276402,-0.0067919,11
2008-05-05,0.0051807,0.0020209,0.0054827,-0.0012865,0.0032285,-0.0036794,0.0025751,11
2008-05-06,0.0054988,0.0014766,0.0124318,0.0020748,-0.0005194,0.0146596,0.0168395,11
2008-05-07,-0.0101873,-0.013496,-0.0136596,0.0018351,-0.0019207,-0.0066437,-0.0074485,11
2008-05-08,0.0086716,-0.0026229,0.0014184,-0.0007667,-0.0009208,-0.0071254,0.0232376,11
2008-05-09,0.0132993,-0.0052486,-0.0092976,0.000581,-0.0032508,0.0098939,-0.0159161,11
2008-05-12,0.0029815,0.0193382,0.0180239,-0.0018822,0.0033893,0.0186278,0.0026976,11
2008-05-13,0.003898,0.0117037,0.0240755,0.0022058,0.0028752,0.0130115,0.006008,11
2008-05-14,0.0066364,0.0012665,0.0047268,-0.0003429,0.0016068,-0.0011591,-0.0004196,12
2008-05-15,0.0234572,0.0060376,0.0065097,-0.0008987,0.001602,0.0056029,0.0243727,12
2008-05-16,0.0008572,-0.002177,-0.0052545,0.0004794,4.84e-05,-0.0121759,0.0044075,12
2008-05-19,0.0140093,0.0056939,0.0262352,-0.0035987,-0.0004203,0.0183804,0.0033753,12
2008-05-20,-0.0260746,-0.0217816,-0.0253191,0.0014171,0.0021441,-0.0277284,-0.0189483,12
2008-05-21,-0.0091733,-0.0017438,-0.0073159,0.0047795,0.0011919,0.0001024,-0.0094094,12
